paper_id,year,title,for_l2,for_l4
pub.1046022548,2015,An integrated approach to correction for off-resonance effects and subject movement in diffusion MR imaging,Biomedical and Clinical Sciences; Health Sciences,Unclassified
pub.1046223747,2016,Evaluating the contribution of genetics and familial shared environment to common disease using the UK Biobank,Biological Sciences,Genetics
pub.1046257385,2016,Sex differences in body anthropometry and composition in individuals with and without diabetes in the UK Biobank,Health Sciences,Public Health
pub.1047510296,2016,Genome-wide associations for birth weight and correlations with adult disease,Biological Sciences; Biomedical and Clinical Sciences; Mathematical Sciences,Genetics; Reproductive Medicine
pub.1047627775,2017,Case–control association mapping by proxy using family history of disease,Biological Sciences,Genetics
pub.1048204306,2014,The effect of functional hearing loss and age on long- and short-term visuospatial memory: evidence from the UK biobank resource,Biomedical and Clinical Sciences,Clinical Sciences
pub.1048373352,2016,Metabolites of milk intake: a metabolomic approach in UK twins with findings replicated in two European cohorts,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics; Nutrition and Dietetics
pub.1049249363,2014,Cognitive Functioning in Obstructive Lung Disease: Results from the United Kingdom Biobank,Health Sciences,Health Services and Systems
pub.1050026897,2016,Evidence for sex-specific genetic architectures across a spectrum of human complex traits,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1050149492,2013,New Normative Values for Handgrip Strength: Results From the UK Biobank,Health Sciences,Public Health
pub.1050307370,2015,Sixteen new lung function signals identified through 1000 Genomes Project reference panel imputation,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1050500726,2015,Suitability of UK Biobank Retinal Images for Automatic Analysis of Morphometric Properties of the Vasculature,Biomedical and Clinical Sciences,Ophthalmology and Optometry
pub.1051350251,2016,Molecular genetic aetiology of general cognitive function is enriched in evolutionarily conserved regions,Psychology,Biological Psychology
pub.1052044127,2016,Molecular genetic aetiology of general cognitive function is enriched in evolutionarily conserved regions,Biological Sciences; Health Sciences; Psychology,Biological Psychology; Epidemiology; Genetics
pub.1052152905,2014,EPA-1058 – Mood disorder is associated with excess cardiometabolic health comorbidities and cardiovascular risk factors: cross-sectional study using data from the uk biobank dataset,Biomedical and Clinical Sciences,Clinical Sciences
pub.1052454575,2016,Genetic variants linked to education predict longevity,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1052815412,2015,Can large surveys conducted on highly selected populations provide valid information on the epidemiology of common health conditions? An analysis of UK Biobank data on musculoskeletal pain,Biomedical and Clinical Sciences,Clinical Sciences
pub.1053179966,2015,"Genome-wide analysis of over 106,000 individuals identifies 9 neuroticism-associated loci",Biological Sciences; Health Sciences; Psychology,Biological Psychology; Epidemiology; Genetics; Social and Personality Psychology
pub.1053291353,2016,"Ageing and brain white matter structure in 3,513 UK Biobank participants",Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1053292722,2016,A Combined Pathway and Regional Heritability Analysis Indicates NETRIN1 Pathway Is Associated With Major Depressive Disorder,Biological Sciences; Biomedical and Clinical Sciences,Genetics
pub.1053327903,2016,A Robust Example of Collider Bias in a Genetic Association Study,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Unclassified
pub.1053349815,2016,Estimation of Physical Activity Energy Expenditure during Free-Living from Wrist Accelerometry in UK Adults,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Public Health
pub.1053508297,2014,Vision impairment and dual sensory problems in middle age,Biomedical and Clinical Sciences,Ophthalmology and Optometry
pub.1053533006,2016,Population Structure of UK Biobank and Ancient Eurasians Reveals Adaptation at Genes Influencing Blood Pressure,Biological Sciences,Genetics
pub.1053624200,2016,Genetic and environmental risk for chronic pain and the contribution of risk variants for psychiatric disorders. Results from Generation Scotland: Scottish Family Health Study and UK Biobank,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Genetics
pub.1053679634,2016,"Genome-wide association analysis identifies novel loci for chronotype in 100,420 individuals from the UK Biobank",Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1053816402,2017,Mortality Risk Reductions from Substituting Screen Time by Discretionary Activities,Health Sciences,Public Health
pub.1053870445,2017,High resolution HLA haplotyping by imputation for a British population bioresource,Biomedical and Clinical Sciences,Immunology
pub.1059370788,2016,"Alzheimer disease genetic risk factor APOE e4 and cognitive abilities in 111,739 UK Biobank participants",Health Sciences,Health Services and Systems
pub.1059414874,2016,New quality measure for SNP array based CNV detection,Biological Sciences; Mathematical Sciences,Genetics; Statistics
pub.1059577260,2016,Associations between single and multiple cardiometabolic diseases and cognitive abilities in 474 129 UK Biobank participants,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1059646051,2016,Genome-wide association study of caffeine metabolites provides new insights to caffeine metabolism and dietary caffeine-consumption behavior,Biological Sciences,Genetics
pub.1059646145,2016,Quantifying the extent to which index event biases influence large genetic association studies,Biological Sciences,Genetics
pub.1059676757,2016,Adiposity among 132 479 UK Biobank participants; contribution of sugar intake vs other macronutrients,Health Sciences,Public Health
pub.1059676899,2017,Gene–obesogenic environment interactions in the UK Biobank study,Health Sciences,Public Health
pub.1059821745,2016,Night Shift Work and Breast Cancer Incidence: Three Prospective Studies and Meta-analysis of Published Studies,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1062688310,2014,UK Biobank Data: Come and Get It,Biomedical and Clinical Sciences; Engineering,Biomedical Engineering; Medical Biotechnology
pub.1062761528,2016,AB0727 Increased Rates of Hypertension in Patients with Psoriatic Arthritis Compared To Psoriasis Alone: Results from The UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences
pub.1062815171,2017,Cost-effectiveness of the polypill versus risk assessment for prevention of cardiovascular disease,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1062816645,2016,P03 Spirometry and survival in large UK population samples of lifelong non-smokers,Health Sciences,Epidemiology; Public Health
pub.1062816680,2016,"P35 UK Biobank: an update of an open access population-based prospective study of 500,000 participants",Health Sciences,Health Services and Systems; Public Health
pub.1062816784,2016,"P131 Does switching to active commuting reduce BMI in mid-life? Longitudinal, observational evidence from UK Biobank",Health Sciences,Public Health
pub.1062816810,2016,"OP41 The representativeness of the UK Biobank cohort on a range of sociodemographic, physical, lifestyle and health-related characteristics",Health Sciences,Epidemiology; Health Services and Systems; Public Health
pub.1062816855,2016,"OP82 Long-lived parents and cardiovascular outcomes: 8 year follow-up in 189,000 UK Biobank participants",Health Sciences,Epidemiology; Public Health
pub.1062820541,2016,O42-1 Occupational self coding and automatic recording (OSCAR): an innovative validated web-based tool to collect lifetime job histories in large population-based studies,Health Sciences,Health Services and Systems
pub.1062820969,2016,P286 The occupations associated with copd risk in the large population-based uk biobank cohort study,Health Sciences,Epidemiology; Public Health
pub.1062821588,2016,Characteristics of rheumatoid arthritis and its association with major comorbid conditions: cross-sectional study of 502 649 UK Biobank participants,Biomedical and Clinical Sciences,Clinical Sciences
pub.1062823043,2016,S121 The occupations at increased copd risk in the large population-based uk biobank cohort,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
pub.1063264523,2015,Abstract 5581: A model incorporating spirometry to predict absolute risk of lung cancer: The UK Biobank prospective cohort study,Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1063264865,2015,"Abstract 864: Body size and composition, physical activity and breast cancer risk in UK Biobank",Biomedical and Clinical Sciences,Oncology and Carcinogenesis
pub.1064122849,2016,A gain-of-function variant in DIAPH1 causes dominant macrothrombocytopenia and hearing loss,Biological Sciences; Biomedical and Clinical Sciences,Biochemistry and Cell Biology
pub.1064192022,2016,"Cardiometabolic disease and features of depression and bipolar disorder: Population-based, cross-sectional study",Biomedical and Clinical Sciences; Health Sciences,Health Services and Systems
pub.1064353873,2016,Adiposity and ischemic and hemorrhagic stroke,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1070729806,2016,"Genetic Evidence for a Link Between Favorable Adiposity and Lower Risk of Type 2 Diabetes, Hypertension, and Heart Disease",Biomedical and Clinical Sciences,Unclassified
pub.1072738647,2016,Occupational self-coding and automatic recording (OSCAR): a novel web-based tool to collect and code lifetime job histories in large population-based studies.,Health Sciences,Health Services and Systems
pub.1074203134,2017,Targeted Sequencing of Lung Function Loci in Chronic Obstructive Pulmonary Disease Cases and Controls,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1074242840,2017,Burden of carotid artery atherosclerosis in Chinese adults: Implications for future risk of cardiovascular diseases,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1074248255,2017,Genome-wide association analysis identifies novel blood pressure loci and offers biological insights into cardiovascular risk,Biological Sciences,Genetics
pub.1079389567,2017,Female Smokers Are at Greater Risk of Airflow Obstruction Than Male Smokers. UK Biobank,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology; Clinical Sciences
