researcher_id,full_name,community,modal_for_l2,modal_for_l4,modal_institution,modal_country,name_gender
ur.013501645714.08,Thomas Werge,22,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Zealand University Hospital Roskilde,Denmark,Male
ur.013501711757.80,Kelly-Anne Phillips,2,Biomedical and Clinical Sciences,Health Services and Systems,Peter Maccallum Cancer Centre,United States,Female
ur.01350202231.21,Amy R. Kontorovich,12,Biological Sciences,Genetics,Icahn School of Medicine at Mount Sinai,United States,Female
ur.013502032314.03,Eileen Y. Xu,12,Biomedical and Clinical Sciences,Biological Psychology,University of Edinburgh,United Kingdom,Female
ur.013502045661.98,Ido Blass,17,Biomedical and Clinical Sciences,Reproductive Medicine,Hebrew University of Jerusalem,Israel,Male
ur.01350204604.20,Giancarlo Pesce,9,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Université Paris Cité,France,Male
ur.01350210550.07,Yu-Chen Chen,61,Biomedical and Clinical Sciences,,Nanjing First Hospital,China,Unknown
ur.013502113535.03,Bilal Ashraf,12,Psychology,Biological Psychology,CEDaR - Center for Eating and Feeding Disorders Research,,Male
ur.013502131276.15,Rugia Montaser,4,Biological Sciences,Epidemiology,Royal Surrey County Hospital,United Kingdom,Female
ur.013502176475.21,Raphael Goldman-Pham,1,Health Sciences,Public Health,McGill University,Canada,Male
ur.01350224657.61,Yu Zhang,71,Biomedical and Clinical Sciences,Nutrition and Dietetics,Zhejiang University,China,Unknown
ur.01350230725.80,Jun Gong,1261,Biomedical and Clinical Sciences,Clinical Sciences,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,China,Male
ur.01350236721.41,Ting Wang,24,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Nanjing Drum Tower Hospital,China,Female
ur.013502405153.11,Henghui Tan,37,Health Sciences,Biological Psychology,Zhujiang Hospital,China,Unknown
ur.01350241354.32,Emanuele Sher,12,Biological Sciences,Clinical Sciences,Eli Lilly and Co Ltd,United Kingdom,Male
ur.013502425777.58,Matthew B. McQueen,15,Biological Sciences,Genetics,University of Colorado Boulder,United States,Male
ur.01350246601.30,Jonah R Chan,8,Biomedical and Clinical Sciences,Clinical Sciences,"University of California, San Francisco",United States,Male
ur.01350250360.89,Maikel P Peppelenbosch,51,Biomedical and Clinical Sciences,Epidemiology,Erasmus MC,Netherlands,Male
ur.01350255114.77,D Klyne,18,Health Sciences,Allied Health and Rehabilitation Science,University of Queensland,Australia,Male
ur.01350255501.19,Cheng Peng,1265,Health Sciences,Epidemiology,Third Xiangya Hospital,China,Male
ur.01350261363.03,Franck Bourdeaut,14,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Institute Curie,France,Male
ur.013502744653.05,Xiuqing Guo,1,Biological Sciences,Epidemiology,Harbor–UCLA Medical Center,United States,Female
ur.013502775740.04,David Fenton,13,Biomedical and Clinical Sciences,Clinical Sciences,King's College London,United Kingdom,Male
ur.013503013661.10,Shuang Deng,1608,Biomedical and Clinical Sciences,Epidemiology,Shanghai Normal University,China,Unknown
ur.013503113066.75,Zhengqian Cui,40,Biomedical and Clinical Sciences,Dentistry,Southern University of Science and Technology,China,Unknown
ur.013503120347.28,Jeff Stevens,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Utah,United States,Male
ur.01350312376.12,Nandkumar Panse,23,Health Sciences,Epidemiology,Tata Memorial Centre,India,Male
ur.013503237175.04,Baochuang Qi,91,Biomedical and Clinical Sciences,Immunology,Kunming Medical University,China,Unknown
ur.01350326035.52,Serban Radian,20,Biomedical and Clinical Sciences,Clinical Sciences,Queen Mary University of London,United Kingdom,Male
ur.01350326675.44,Chiaki Nakamori,1402,Biological Sciences,Genetics,Taisho Pharmaceutical Co Ltd,Japan,Female
ur.013503315027.39,Xiangjun Chen,25,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Chongqing Medical University,China,Unknown
ur.013503317747.18,A. Pickard,4,Biological Sciences,Genetics,Sheffield Children's Hospital,United Kingdom,Female
ur.01350333215.54,Pascal Perney,21,Biomedical and Clinical Sciences,Clinical Sciences,Centre Hospitalier Universitaire de Nîmes,France,Male
ur.013503420513.49,Jen Harrow,5,Biological Sciences,Genetics,AstraZeneca UK Ltd,United Kingdom,Female
ur.013503430767.24,Bibi Badal,4,Biological Sciences,Epidemiology,Princess Alexandra Hospital,United Kingdom,Female
ur.01350344122.60,Nabeel R. Yaseen,1,Biological Sciences,Genetics,Northwestern University,United States,Male
ur.01350345320.49,Suzette Delaloge,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Institut Gustave Roussy,France,Female
ur.013503500102.78,Rob Stewart,12,Health Sciences,Epidemiology,King's College London,United Kingdom,Male
ur.013503535320.14,Luke J McGeoch,23,Health Sciences,Public Health,University of Oxford,United Kingdom,Male
ur.01350361361.53,Wyke Huizinga,3,Psychology,Biological Psychology,Erasmus MC,Netherlands,Unknown
ur.013503651566.11,TNT,23,Health Sciences,Epidemiology,,,Unknown
ur.013503664277.16,Xiaowei Deng,40,Environmental Sciences,Epidemiology,Fudan University,China,Female
ur.013503775746.61,Jizhao Jiang,890,Biomedical and Clinical Sciences,Clinical Sciences,Zhuhai Hospital of Integrated Traditional Chinese and Western Medicine,China,Unknown
ur.013504006021.07,Carmen Santiuste,2,Biomedical and Clinical Sciences,Clinical Sciences,Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública,Spain,Female
ur.013504021625.23,L. Folkes,4,Biological Sciences,Genetics,St Richard's Hospital,United Kingdom,Female
ur.01350402210.80,Horacio Pérez-Sánchez,2,Health Sciences,Public Health,Universidad Católica San Antonio de Murcia,Spain,Male
ur.01350412330.29,Steven Watterson,73,Biomedical and Clinical Sciences,Clinical Sciences,University of Ulster,United Kingdom,Male
ur.013504132155.14,Chao Liu,365,Biological Sciences,Epidemiology,First Affiliated Hospital of Anhui Medical University,China,Male
ur.013504215425.48,Sarah E. Williams,15,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,Beth Israel Deaconess Medical Center,United States,Female
ur.013504226013.93,Lei Cai,1594,Health Sciences,Epidemiology,Shanghai Jiao Tong University,China,Male
ur.013504256323.46,Nico Fuhrmann,22,Biological Sciences,Genetics,University of Cologne,Germany,Male
ur.01350433472.32,Shai Carmi,12,Biological Sciences,Genetics,Hebrew University of Jerusalem,Israel,Male
ur.013504436140.45,Rainer Malik,31,Health Sciences,Epidemiology,LMU Klinikum,Germany,Male
ur.013504436320.40,Yuanyuan Gui,11,Psychology,Biological Psychology,State Key Laboratory of Microbial Metabolism,China,Female
ur.013504442405.37,S Chung,285,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Yonsei University,South Korea,Unknown
ur.013504465706.60,Veronica A Witte,3,Health Sciences,Epidemiology,Max Planck Institute for Human Cognitive and Brain Sciences,Germany,Female
ur.013504530111.53,Yu-Jing Lin,41,Health Sciences,,"School of Clinical Medicine, Shandong Second Medical University, 261000, Weifang, Shandong, China",China,Unknown
ur.013504674011.13,Apurv Soni,11,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Massachusetts Chan Medical School,United States,Male
ur.013504720737.92,Tom Palmer,13,Health Sciences,Epidemiology,MRC Integrative Epidemiology Unit,United Kingdom,Male
ur.013504730377.50,Ashleigh C Hamilton,25,Biomedical and Clinical Sciences,Epidemiology,Queen's University Belfast,United Kingdom,Female
ur.01350474276.17,Hemant K. Tiwari,1,Biological Sciences,Genetics,University of Alabama at Birmingham,United States,Male
ur.013504744357.28,Maddy Parsons,13,Health Sciences,Epidemiology,King's College London,United Kingdom,Female
ur.013504774633.31,Yongguang Cai,1454,Health Sciences,Epidemiology,"Medical Oncology Department V, Central Hospital of Guangdong Provincial Nongken, Zhanjiang, Guangdong, China",China,Male
ur.01350500440.04,Wei He,32,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Karolinska Institutet,Sweden,Male
ur.01350505305.51,Edit Oláh,2,Biological Sciences,Epidemiology,National Institute of Oncology,Hungary,Female
ur.013505104214.13,Ruochen Yin,49,Psychology,Biological Psychology,Beijing Normal University,China,Unknown
ur.013505131045.65,Jessica H. Tran,8,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Icahn School of Medicine at Mount Sinai,United States,Female
ur.01350520316.03,Eero Kajantie,1,Biological Sciences,Genetics,Finnish Institute for Health and Welfare,Finland,Male
ur.013505215434.57,Sunil Ahuja,6,Health Sciences,Epidemiology,for the VA Million Veteran Program,,Male
ur.01350522176.13,Xiao Wang,40,Biological Sciences,Biochemistry and Cell Biology,Scania Regional Council,Sweden,Female
ur.01350526207.75,Beata Smolarz,1,Biological Sciences,Genetics,Polish Mother’s Memorial Hospital Research Institute,Poland,Female
ur.01350526577.53,Carla Giner-Delgado,5,Health Sciences,Epidemiology,Genomics PLC,United Kingdom,Female
ur.013505310304.52,Cristian Izquierdo Morcillo,7,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Barcelona,Spain,Male
ur.013505344371.18,Aaron Miatke,27,Health Sciences,Public Health,Adelaide University,Australia,Male
ur.01350536106.52,Ron Shamir,1292,Biological Sciences,Genetics,Tel Aviv University,Israel,Male
ur.013505413731.25,Vivek K. Prasad,25,Biomedical and Clinical Sciences,Nutrition and Dietetics,University College London,United Kingdom,Male
ur.013505421157.16,Linia Patel,2,Health Sciences,Epidemiology,University of Milan,Italy,Female
ur.01350554270.42,Honghe Zhang,25,Biological Sciences,Genetics,Zhejiang University,China,Male
ur.013505604547.23,Chunwen Zheng,33,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Southern Medical University,China,Unknown
ur.01350572520.29,Jason W. Hoskins,2,Biological Sciences,Genetics,National Cancer Institute,United States,Male
ur.013506007677.35,A. Jimenez-Kaufmann,23,Biological Sciences,Immunology,Center for Research and Advanced Studies of the National Polytechnic Institute,Mexico,Male
ur.013506057165.14,Lishu Xu,21,Biomedical and Clinical Sciences,Clinical Sciences,Guangdong Provincial People’s Hospital,China,Unknown
ur.013506076307.10,Yi Jiang,16,Biological Sciences,Genetics,Tongji Medical College of Huazhong University of Science and Technology,China,Female
ur.01350610052.42,Alba Sierra-Marcos,31,Biomedical and Clinical Sciences,Clinical Sciences,Hospital de Sant Pau,Spain,Female
ur.013506370424.46,Jieming Lu,660,Biomedical and Clinical Sciences,Nutrition and Dietetics,Fujian Medical University,China,Unknown
ur.01350645631.44,C. D. Robles-Espinoza,5,Biological Sciences,Genetics,Wellcome Sanger Institute,United Kingdom,Female
ur.01350645663.24,William Hennah,9,Biomedical and Clinical Sciences,Genetics,University of Helsinki,Finland,Male
ur.013506502533.28,Xiaowan Sun,125,Biomedical and Clinical Sciences,Medical Physiology,East China Normal University,China,Female
ur.013506503755.35,Jagendra Singh,1229,Information and Computing Sciences,Data Management and Data Science,Bennett University,India,Male
ur.01350652453.67,Atsuko Adachi,1,Biological Sciences,Genetics,Hyogo Prefectural Kakogawa Medical Center,Japan,Female
ur.013506526414.80,Fatima Batool,51,Health Sciences,Biological Psychology,MRC Biostatistics Unit,United Kingdom,Female
ur.013506527773.40,Honghui Jiang,214,Biomedical and Clinical Sciences,Health Services and Systems,Southern Medical University,China,Unknown
ur.01350656546.98,George J. Papanicolaou,1,Biological Sciences,Genetics,National Heart Lung and Blood Institute,United States,Male
ur.013506610320.06,Xiao Xue,59,Biological Sciences,Genetics,Chinese University of Hong Kong,China,Female
ur.01350661563.31,Rikje Ruiter,2,Biomedical and Clinical Sciences,Epidemiology,Maasstad Ziekenhuis,Netherlands,Female
ur.013506627453.95,Xinfeng Liu,104,Health Sciences,Biological Psychology,University of Science and Technology of China,China,Unknown
ur.013506722000.35,Xueqiong Weng,58,Biological Sciences,,Jinan University,China,Unknown
ur.01350700106.46,Christel Depienne,10,Biological Sciences,Genetics,Essen University Hospital,Germany,Female
ur.013507014337.06,Xiaodong Peng,101,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Beijing Anzhen Hospital,China,Female
ur.013507023764.53,Ji Ma,1073,Health Sciences,Epidemiology,Shanxi Medical University,China,Female
ur.01350703262.01,Minna Ampuja,6,Biological Sciences,Cardiovascular Medicine and Haematology,University of Helsinki,Finland,Female
ur.013507037162.59,Andrew J. Lees,10,Biomedical and Clinical Sciences,Clinical Sciences,Institute of Neurology,United Kingdom,Male
ur.01350705002.28,Tiezhou Hou,42,Biomedical and Clinical Sciences,Dentistry,Xi'an Jiaotong University,China,Unknown
ur.013507061012.54,Irina Zhang,169,Biomedical and Clinical Sciences,Clinical Sciences,AstraZeneca UK Ltd,United Kingdom,Female
ur.013507063735.35,Hayley Ho,1225,Biomedical and Clinical Sciences,Biological Psychology,"University of Nevada, Las Vegas",United States,Female
ur.01350716152.29,Kazuya Mikami,2,Biomedical and Clinical Sciences,Epidemiology,Kyoto First Red Cross Hospital,Japan,Male
ur.01350716445.92,Vincent Probst,28,Biological Sciences,Cardiovascular Medicine and Haematology,Centre Hospitalier Universitaire de Nantes,France,Male
ur.01350721343.81,Simona Bramante,25,Biological Sciences,Genetics,University of Helsinki,Finland,Female
ur.013507262737.49,Pamela B. Mahon,1,Biological Sciences,Biological Psychology,The Brigham and Women's Hospital Inc,United States,Female
ur.013507271355.21,Cheng Wang,24,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Nanjing Medical University,China,Male
ur.01350730065.32,Qiang Guan,527,Health Sciences,Epidemiology,Tongji University,China,Unknown
ur.013507310700.62,X Hu,12,Biomedical and Clinical Sciences,Epidemiology,Novartis Pharmaceuticals Corp,United States,Unknown
ur.013507335710.67,Peilin Zou,16,Health Sciences,Public Health,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,China,Unknown
ur.01350742712.44,Arjun Krishnan,38,Biological Sciences,Epidemiology,University of Colorado Anschutz Medical Campus,United States,Male
ur.01350750160.26,Arnaud Chiolero,72,Biomedical and Clinical Sciences,Health Services and Systems,McGill University,Canada,Male
ur.013507504431.20,Hélios Delbrassine,48,Biological Sciences,Genetics,University of Padua,Italy,Male
ur.013507523406.75,Stuart MacGregor,8,Biomedical and Clinical Sciences,Ophthalmology and Optometry,University of Queensland,Australia,Male
ur.013507537761.56,Aimin Wang,50,Biomedical and Clinical Sciences,Clinical Sciences,"Department of Health Statistics, School of Public Health, Shandong Second Medical University, Weifang, Shandong 261053, China.",China,Unknown
ur.013507557516.40,Xiaoling Zhang,19,Psychology,Biological Psychology,Southern Medical University,China,Female
ur.01350757057.11,Zaniar Ghazizadeh,607,Biological Sciences,Genetics,Stanford University,United States,Male
ur.01350763236.37,Jan F. de Boer,28,Biological Sciences,Biochemistry and Cell Biology,University Medical Center Groningen,Netherlands,Unknown
ur.013507650703.14,Alison B Herman,19,Biomedical and Clinical Sciences,Biological Psychology,National Institute on Aging,United States,Female
ur.013507662725.57,M. Mulcahy,4,Biological Sciences,Genetics,Royal Oldham Hospital,United Kingdom,Female
ur.01350771510.70,Mathieu Wemeau,28,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Hôpital Claude Huriez,France,Male
ur.01350776501.81,Mariza de Andrade,1,Biomedical and Clinical Sciences,Genetics,Mayo Clinic,United States,Female
ur.01350776723.38,Eva Pérez-Guijarro,17,Biomedical and Clinical Sciences,Immunology,National Cancer Institute,United States,Female
