community,n_authors,mean_ukb_h_index,median_ukb_papers,female_name_share,modal_for_l2,modal_for_l4,modal_institution,modal_country,author_share,cumulative_author_share,top_topics,top_institutions
89,48,2.5625,2.0,33.333333333333336,Biomedical and Clinical Sciences,Clinical Sciences,Southern Medical University,China,0.0693270938948828,84.56605572165174,Clinical Sciences (52%); Oncology and Carcinogenesis (40%); Health Services and Systems (4%),Southern Medical University (85%); Nanfang Hospital (6%); First Affiliated Hospital of Sun Yat-sen University (2%)
90,43,2.046511627906977,2.0,66.66666666666667,Biomedical and Clinical Sciences,Clinical Sciences,West China Hospital of Sichuan University,China,0.06210552161416583,84.62816124326591,Clinical Sciences (58%); Biological Psychology (19%); Epidemiology (14%),West China Hospital of Sichuan University (84%); Sichuan University (7%); Union Hospital Tongji Medical College Huazhong University of Science and Technology (5%)
91,43,1.6046511627906976,1.0,25.0,Biomedical and Clinical Sciences,Clinical Sciences,Xiangya Hospital Central South University,China,0.06210552161416583,84.69026676488008,Clinical Sciences (56%); Epidemiology (23%); Oncology and Carcinogenesis (9%),Xiangya Hospital Central South University (58%); Tianjin Medical University (9%); University of South China (7%)
92,39,1.564102564102564,1.0,50.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Zhongnan Hospital of Wuhan University,China,0.05632826378959227,84.74659502866967,Oncology and Carcinogenesis (54%); Clinical Sciences (18%); Genetics (15%),Zhongnan Hospital of Wuhan University (72%); Wuhan Central Hospital Affiliated to Tongji Medical College of Huazhong University of Science and Technology (8%); Yuhuangding Hospital (8%)
93,38,1.8157894736842106,3.0,15.625,Health Sciences,Clinical Sciences,Huma Therapeutics Ltd,United Kingdom,0.05488394933344888,84.80147897800312,Clinical Sciences (29%); Public Health (26%); Health Services and Systems (24%),Huma Therapeutics Ltd (55%); Imperial College London (26%); University of Oxford (8%)
94,38,0.6578947368421053,1.0,0.0,Health Sciences,Epidemiology,Second Affiliated Hospital of Fujian Medical University,China,0.05488394933344888,84.85636292733656,Epidemiology (45%); Clinical Sciences (32%); Oncology and Carcinogenesis (24%),Second Affiliated Hospital of Fujian Medical University (37%); Fujian Medical University (29%); Beijing Tian Tan Hospital (18%)
95,37,0.8918918918918919,1.0,50.0,Biomedical and Clinical Sciences,Epidemiology,Shanxi Medical University,China,0.053439634877305485,84.90980256221387,Epidemiology (32%); Clinical Sciences (26%); Biochemistry and Cell Biology (18%),Shanxi Medical University (73%); Second Hospital of Shanxi Medical University (22%); First Hospital of Shanxi Medical University (3%)
96,36,1.4444444444444444,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Jilin University,China,0.051995320421162096,84.96179788263503,Biological Psychology (28%); Clinical Sciences (28%); Epidemiology (22%),Jilin University (33%); Shandong Provincial Hospital (22%); Rechts der Isar Hospital (19%)
97,36,2.6666666666666665,2.0,66.66666666666667,Biomedical and Clinical Sciences,Clinical Sciences,Yonsei University,South Korea,0.051995320421162096,85.01379320305618,Clinical Sciences (42%); Nutrition and Dietetics (31%); Epidemiology (19%),Yonsei University (58%); Seoul National University (8%); Asan Medical Center (3%)
98,35,2.057142857142857,2.0,33.333333333333336,Health Sciences,Epidemiology,Ningxia Medical University,China,0.05055100596501871,85.0643442090212,Epidemiology (83%); Health Services and Systems (14%); Cardiovascular Medicine and Haematology (3%),Ningxia Medical University (91%); Ningxia Medical University General Hospital (6%); Peking University First Hospital (3%)
99,34,1.5294117647058822,2.0,66.66666666666667,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Sun Yat-sen University,China,0.04910669150887531,85.11345090053008,Ophthalmology and Optometry (97%); Clinical Sciences (3%),Sun Yat-sen University (79%); Guangzhou Medical University (15%); Capital Medical University (3%)
100,34,1.3235294117647058,1.5,50.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Beijing Anzhen Hospital,China,0.04910669150887531,85.16255759203897,Cardiovascular Medicine and Haematology (65%); Epidemiology (18%); Clinical Sciences (12%),Beijing Anzhen Hospital (100%)
101,33,1.6666666666666667,1.0,0.0,Biomedical and Clinical Sciences,Epidemiology,University of Science and Technology of China,China,0.04766237705273192,85.2102199690917,Epidemiology (45%); Cardiovascular Medicine and Haematology (21%); Biological Psychology (15%),University of Science and Technology of China (39%); Nanjing University (24%); Nanjing University of Chinese Medicine (9%)
102,33,1.2424242424242424,1.0,66.66666666666667,Biomedical and Clinical Sciences,Clinical Sciences,Second Xiangya Hospital of Central South University,China,0.04766237705273192,85.25788234614443,Clinical Sciences (88%); Genetics (6%); Medical Biochemistry and Metabolomics (6%),Second Xiangya Hospital of Central South University (58%); Xiangya Hospital Central South University (39%); Wuhan No.1 Hospital (3%)
103,32,1.625,1.0,36.666666666666664,Biological Sciences,Genetics,City Hospital No. 40,Russia,0.046218062596588526,85.30410040874102,Genetics (97%); Bioinformatics and Computational Biology (3%),"City Hospital No. 40 (28%); St Petersburg University (22%); Department of Genomic Medicine, D.O. Ott Research Institute of Obstetrics, Gynaecology, and Reproductology, 199034 St. Petersburg, Russia. (12%)"
104,32,1.25,1.0,57.142857142857146,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Chicago,United States,0.046218062596588526,85.35031847133762,Oncology and Carcinogenesis (100%),University of Chicago (41%); Robert H. Lurie Comprehensive Cancer Center (28%); Canada's Michael Smith Genome Sciences Centre (6%)
105,31,0.7419354838709677,1.0,100.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Peking Union Medical College Hospital,China,0.04477374814044514,85.39509221947806,Cardiovascular Medicine and Haematology (29%); Clinical Sciences (29%); Epidemiology (26%),Peking Union Medical College Hospital (71%); Hong Kong University of Science and Technology (10%); Capital Institute of Pediatrics (6%)
106,31,1.096774193548387,1.0,100.0,Biomedical and Clinical Sciences,Epidemiology,Zhejiang University,China,0.04477374814044514,85.4398659676185,Epidemiology (55%); Cardiovascular Medicine and Haematology (45%),Zhejiang University (87%); Second Affiliated Hospital of Zhejiang University School of Medicine (13%)
107,31,1.7096774193548387,1.0,30.76923076923077,Biomedical and Clinical Sciences,Nutrition and Dietetics,Fatty Acid Research Institute,United States,0.04477374814044514,85.48463971575895,Nutrition and Dietetics (68%); Epidemiology (18%); Clinical Sciences (11%),Fatty Acid Research Institute (32%); Saint Luke's Health System Inc (13%); Pharmavite LLC (10%)
108,30,1.1666666666666667,1.0,53.57142857142857,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Sapienza University of Rome,Italy,0.04332943368430175,85.52796914944325,Cardiovascular Medicine and Haematology (50%); Clinical Sciences (50%),Sapienza University of Rome (63%); Washington University in St. Louis (17%); Center for Outcomes Research and Clinical Epidemiology (7%)
109,29,1.1379310344827587,1.0,0.0,Health Sciences,Epidemiology,First Affiliated Hospital of Guangzhou Medical University,China,0.04188511922815835,85.5698542686714,Epidemiology (62%); Cardiovascular Medicine and Haematology (24%); Biochemistry and Cell Biology (14%),First Affiliated Hospital of Guangzhou Medical University (55%); Yunnan Cancer Hospital (14%); Second Affiliated Hospital of Guangzhou Medical University (10%)
110,29,1.5862068965517242,2.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Xiangyang Central Hospital,China,0.04188511922815835,85.61173938789956,Clinical Sciences (41%); Epidemiology (31%); Nutrition and Dietetics (14%),Xiangyang Central Hospital (55%); Wuhan University of Science and Technology (17%); Chinese Academy of Medical Sciences & Peking Union Medical College (7%)
111,29,1.7586206896551724,3.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Beijing Friendship Hospital,China,0.04188511922815835,85.65362450712772,Biological Psychology (45%); Clinical Sciences (28%); Biochemistry and Cell Biology (14%),Beijing Friendship Hospital (69%); Beijing Anding Hospital (7%); University of Lübeck (7%)
112,29,0.9310344827586207,1.0,0.0,Health Sciences,Epidemiology,Anhui Medical University,China,0.04188511922815835,85.69550962635587,Epidemiology (62%); Nutrition and Dietetics (31%); Genetics (7%),Anhui Medical University (52%); First Affiliated Hospital of Xiamen University (17%); First Affiliated Hospital of Anhui Medical University (10%)
113,28,0.5714285714285714,2.0,50.0,Biomedical and Clinical Sciences,Epidemiology,Union Hospital Tongji Medical College Huazhong University of Science and Technology,China,0.04044080477201496,85.73595043112789,Epidemiology (61%); Medical Biochemistry and Metabolomics (21%); Cardiovascular Medicine and Haematology (11%),Union Hospital Tongji Medical College Huazhong University of Science and Technology (68%); Chinese Academy of Medical Sciences (18%); Fuwai Yunnan Cardiovascular Hospital (7%)
114,28,1.3928571428571428,2.0,36.8421052631579,Biological Sciences,Biological Psychology,German Center for Neurodegenerative Diseases,Germany,0.04044080477201496,85.77639123589991,Biological Psychology (79%); Bioinformatics and Computational Biology (11%); Epidemiology (11%),German Center for Neurodegenerative Diseases (64%); University of Bonn (18%); Duke-NUS Medical School (11%)
115,27,1.1851851851851851,1.0,20.0,Biological Sciences,Ophthalmology and Optometry,Hasso Plattner Institute,Germany,0.038996490315871574,85.81538772621577,Ophthalmology and Optometry (41%); Genetics (37%); Epidemiology (15%),Hasso Plattner Institute (33%); Duke University (22%); Max Delbrück Center for Molecular Medicine (11%)
116,27,1.0,1.0,0.0,Health Sciences,Epidemiology,Anhui Medical University,China,0.038996490315871574,85.85438421653164,Epidemiology (50%); Public Health (50%),Anhui Medical University (78%); First Affiliated Hospital of Anhui Medical University (19%); Second Hospital of Anhui Medical University (4%)
117,26,1.1538461538461537,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Second Hospital of Anhui Medical University,China,0.03755217585972818,85.89193639239137,Clinical Sciences (35%); Cardiovascular Medicine and Haematology (23%); Epidemiology (19%),"Second Hospital of Anhui Medical University (81%); Anhui Medical University (12%); Department of Neurology, Shucheng People's Hospital, Lu'an, China. (4%)"
118,26,1.0,1.0,52.63157894736842,Biological Sciences,Biochemistry and Cell Biology,University of Toronto,Canada,0.03755217585972818,85.9294885682511,Biochemistry and Cell Biology (100%),University of Toronto (54%); Lunenfeld-Tanenbaum Research Institute (15%); Washington University in St. Louis (12%)
119,25,1.08,1.0,41.1764705882353,Biological Sciences,Biochemistry and Cell Biology,Oklahoma State University,United States,0.03610786140358479,85.96559642965468,Biochemistry and Cell Biology (40%); Epidemiology (28%); Genetics (16%),Oklahoma State University (96%); University of Tennessee Knoxville (4%)
120,25,1.44,2.0,22.22222222222222,Biomedical and Clinical Sciences,Machine Learning,University of Florida,United States,0.03610786140358479,86.00170429105826,Machine Learning (28%); Biomedical Engineering (24%); Health Services and Systems (24%),University of Florida (92%); East China Normal University (4%); Nvidia Corp (4%)
121,25,1.08,1.0,50.0,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Sun Yat-sen University,China,0.03610786140358479,86.03781215246184,Ophthalmology and Optometry (48%); Cardiovascular Medicine and Haematology (28%); Health Services and Systems (24%),Sun Yat-sen University (80%); First Affiliated Hospital of Sun Yat-sen University (20%)
122,24,1.25,1.0,33.333333333333336,Biological Sciences,Biochemistry and Cell Biology,Zhejiang University,China,0.0346635469474414,86.07247569940928,Biochemistry and Cell Biology (75%); Epidemiology (17%); Clinical Sciences (8%),Zhejiang University (92%); Second Affiliated Hospital of Zhejiang University School of Medicine (4%); Zhejiang Chinese Medical University (4%)
123,24,1.125,1.0,0.0,Biomedical and Clinical Sciences,Reproductive Medicine,Chinese PLA General Hospital,China,0.0346635469474414,86.10713924635672,Reproductive Medicine (79%); Epidemiology (21%),"Chinese PLA General Hospital (38%); Department of Clinical Research, Yikon Genomics Co., Ltd, Suzhou, Jiangsu, China (17%); Affiliated Hospital of Youjiang Medical University for Nationalities (8%)"
124,23,0.30434782608695654,1.0,0.0,Biomedical and Clinical Sciences,Immunology,Harbin Medical University,China,0.033219232491298004,86.14035847884801,Immunology (100%),Harbin Medical University (87%); Kunming University of Science and Technology (4%); Second Affiliated Hospital of Harbin Medical University (4%)
125,23,1.173913043478261,1.0,50.0,Biomedical and Clinical Sciences,Medical Physiology,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,China,0.033219232491298004,86.1735777113393,Medical Physiology (52%); Epidemiology (26%); Clinical Sciences (22%),Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology (52%); East China Normal University (35%); Dalian Medical University (13%)
